,Hotel Names,Rating,Stars,Location,Center Distance,Price,Description
936,MH Apartments Liceo,"8,0",4,Ciutat Vella,0.9,2.121,"MH Apartments Liceo is located in central Barcelona, just 130 metres from the Ramblas and next to the Gran Liceu Theatre. Each stylish, air-conditioned apartment features free Wi-Fi and international TV.

The modern MH apartments have a spacious lounge with a sofa. Each one has a kitchen with an oven, microwave and washing machine. There is also a safe and a hairdryer. Bed linen and towels are provided. Lockers for luggage are available.

The property's 24-hour customer service can provide information about what to see and do in Barcelona. You can walk to Plaza Catalunya and the MACBA Modern Art Museum in 10 minutes."
937,Terrace Duplex at SAGRADA FAMILIA-GRACIA,,4,Gracia,2.2,1.957,"Terrace Duplex at SAGRADA FAMILIA-GRACIA, que tiene vistas a la ciudad, dispone de alojamiento con terraza y balcón a unos 13 min a pie de Sagrada Familia. Este apartamento ofrece wifi gratis y está a 18 min a pie de Paseo de Gracia y a 1,8 km de La Pedrera.

Este apartamento con aire acondicionado consta de 1 dormitorio, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 1 baño con ducha. Hay toallas y ropa de cama en el apartamento.

Casa Batlló está a 2,4 km del alojamiento, y Parque Güell está a 1,7 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 15 km."
938,Apartment Camp Nou by Interhome,"7,6",3,Les Corts,3.7,1.831,"Apartment Camp Nou by Interhome se encuentra en Barcelona, a 15 min a pie de Camp Nou y a 1,8 km de Estación de tren de Sants, y ofrece wifi gratis y aire acondicionado. Este apartamento de 3 estrellas está a 3,2 km de Fuente Mágica de Montjuïc.

El apartamento cuenta con 3 dormitorios, una cocina con nevera y horno, y 1 baño con ducha, secador de pelo y lavadora. Se ofrece TV de pantalla plana y reproductor de DVD.

Paseo de Gracia está a 4,1 km del alojamiento, y La Pedrera está a 4,2 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 11 km."
939,Canela Homes BARCELONA LESSEPS,"8,4",3,Sarrià,2.6,4.425,"Canela Homes BARCELONA LESSEPS está en Barcelona, a 13 min a pie de Paseo de Gracia y a 1,6 km de La Pedrera, y ofrece alojamiento con equipamiento como wifi gratis y TV de pantalla plana. Este apartamento está a 2,6 km de Casa Batlló y a 1,7 km de Parque Güell.

Este apartamento con aire acondicionado consta de 3 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 1 baño con bañera o ducha y secador de pelo. Hay toallas y ropa de cama en el apartamento.

Estación de metro Passeig de Gràcia está a 3,1 km del alojamiento, y Plaza Cataluña está a 3,2 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 15 km."
940,Sercotel Hotel Rosellon,"8,2",4,Eixample,2.0,1.739,"El Sercotel Hotel Rosellón se encuentra a 300 metros de la Sagrada Familia en Barcelona y ofrece alojamiento de 4 estrellas con bar. Este hotel de 4 estrellas dispone de terraza y habitaciones con aire acondicionado (calefacción en invierno y aire acondicionado frío en verano), wifi gratuita y baño privado. Se ofrecen servicios de habitaciones, de conserjería y de organización de excursiones.

Todas las habitaciones están equipadas con TV de pantalla plana vía satélite y caja fuerte. Las habitaciones del Sercotel Hotel Rosellon incluyen ropa de cama y toallas.

El establecimiento sirve un desayuno buffet.

El personal de la recepción 24 horas habla español, catalán, inglés y alemán.

El Sercotel Hotel Rosellon se encuentra a 1,6 km de La Pedrera y a 2 km de la Casa Batlló. El aeropuerto de Barcelona-El Prat es el más cercano y está situado a 15 km del alojamiento."
941,Ola Living Boqueria,"8,6",4,Ciutat Vella,0.6,1.748,"Ola Living Boqueria ofrece alojamiento con wifi gratis, cocina, nevera, lavavajillas y horno a 500 metros del centro de Barcelona.

Cada unidad tiene baño privado, ducha, aire acondicionado, TV y microondas. También hay tostadora, además de cafetera y hervidor.

Cerca del alojamiento hay puntos de interés como Mercado de la Boquería, Plaza Cataluña y Portal del Ángel. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 12 km."
942,Habitat Apartments Ferran,"7,8",4,Ciutat Vella,0.8,7.876,"Habitat Apartments Ferran ofrece alojamiento con una buena ubicación en el centro de Barcelona y dispone de terraza. Este apartamento ofrece alojamiento con patio y wifi gratis.

Este apartamento consta de 4 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 3 baños con ducha y secador de pelo. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Plaza Real, Plaza Cataluña y Portal del Ángel. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 13 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto."
943,Magnífico apartamento en el centro,,4,Sarrià,2.4,2.977,"Magnífico apartamento en el centro está en el barrio de Sarrià-Sant Gervasi, en Barcelona, a 11 min a pie de Paseo de Gracia, a 1,4 km de La Pedrera y a 1,9 km de Casa Batlló. Este apartamento ofrece wifi gratis, una cocina totalmente equipada y un balcón.

Este apartamento con aire acondicionado consta de 3 dormitorios independientes, 2 baños con secador de pelo y una sala de estar. Hay TV.

Estación de metro Passeig de Gràcia está a 2,5 km del alojamiento, y Plaza Cataluña está a 2,5 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 14 km."
944,Stay Barcelona Sant Antoni,"5,5",3,Eixample,1.4,1.577,"Stay Barcelona Sant Antoni está en el barrio de Eixample, en Barcelona, y tiene aire acondicionado, balcón y vistas a la ciudad. Este apartamento ofrece wifi gratis y se encuentra a 13 min a pie de Fuente Mágica de Montjuïc y a 1,7 km de Plaza Cataluña.

Este apartamento dispone de 1 dormitorio, cocina con nevera y microondas, TV, zona de estar y 1 baño con ducha. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Portal del Ángel, Teatro Tívoli y Paseo de Gracia. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 12 km."
945,1410 - Mediterranean Forum Apartment,"8,4",4,Sant Martí,4.0,10.471,"1410 - Mediterranean Forum Apartment, que cuenta con vistas a la ciudad, ofrece alojamiento con terraza y balcón a unos 3 min a pie de Platja de Llevant. Se ofrece wifi gratis en todo el alojamiento y parking privado en el propio alojamiento.

Este apartamento con aire acondicionado consta de 4 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 2 baños con ducha y secador de pelo. Hay toallas y ropa de cama en el apartamento.

Hay servicio de alquiler de bicicletas y servicio de alquiler de coches en el apartamento.

Platja de la Nova Mar Bella está a 5 min a pie del alojamiento, y Playa de la Mar Bella está a 500 metros. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 16 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto."
946,Cosmo Suite Penthouse,,3,Sants,2.9,30.336,"Cosmo Suite Penthouse se encuentra a solo 7 min a pie de Estación de tren de Sants y dispone de alojamiento en Barcelona con piscina al aire libre y terraza, además de servicio de conserjería. Este apartamento ofrece parking privado gratis, recepción 24 horas y wifi gratis.

Este apartamento con aire acondicionado consta de 3 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 3 baños con bidet y ducha. Hay toallas y ropa de cama en el apartamento.

El apartamento ofrece servicio de alquiler de coches.

Fuente Mágica de Montjuïc está a 19 min a pie del alojamiento, y Camp Nou está a 2,7 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 10 km."
947,Canela Homes BARCELONA MODERNISTA,"8,5",4,Eixample,0.6,9.188,"Canela Homes BARCELONA MODERNISTA es un alojamiento con una ubicación ideal en el centro de Barcelona que ofrece balcón. Paseo de Gracia y Estación de metro Passeig de Gràcia están a pocos pasos y a 2 min a pie del apartamento, y hay wifi gratis.

Este apartamento tiene aire acondicionado y cuenta con 5 dormitorios, TV de pantalla plana y cocina con nevera y lavavajillas. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Casa Batlló, Teatro Tívoli y Palacio de la Música Catalana. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 13 km."
948,ApartEasy - Eixample Center,"6,6",3,Eixample,1.3,1.681,"ApartEasy - Eixample Center ofrece wifi gratis y se encuentra en el centro de Barcelona, a 7 min a pie de Paseo de Gracia y a 700 metros de La Pedrera. El apartamento cuenta con parking privado y está a 12 min a pie de Casa Batlló.

Este apartamento con aire acondicionado consta de 2 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 1 baño con ducha y secador de pelo. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Plaza Cataluña, Estación de metro Passeig de Gràcia y Teatro Tívoli. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 13 km del alojamiento."
949,Ático Ideal en Barcelona,"7,8",3,Sants,3.4,1.668,"Ático Ideal en Barcelona es un alojamiento con wifi gratis y vistas a la ciudad que se encuentra en Barcelona, a solo 16 min a pie de Estación de tren de Sants y a 1,9 km de Fuente Mágica de Montjuïc. Este apartamento está a 3,5 km de Camp Nou y a 3,7 km de Palau Sant Jordi.

Este apartamento con aire acondicionado consta de 1 dormitorio, una sala de estar, una cocina totalmente equipada con nevera y 1 baño con bañera o ducha y secador de pelo. Hay toallas y ropa de cama en el apartamento.

Casa Batlló está a 4,4 km del alojamiento, y Estación de metro Passeig de Gràcia está a 4,4 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 10 km."
950,Primavera Hostel,"9,1",,Eixample,1.2,1.277,"El Primavera hostel se encuentra en Barcelona, en el distrito del Eixample, a 8 minutos a pie de la Sagrada Familia y a 200 metros de la estación de metro Verdaguer. Ofrece conexión Wi-Fi gratuita y habitaciones privadas con balcón.

Las habitaciones del Primavera hostel son luminosas y presentan una decoración elegante y funcional. También incluyen elementos originales del edificio, ventilador, calefacción central y baño compartido.

El establecimiento cuenta con una cocina compartida y una zona de salón con sofás grandes y libros selectos.

El Primavera está situado a 5 minutos a pie del bohemio barrio de Gracia y a 600 metros del paseo de Gracia, que alberga tiendas exclusivas y monumentos de Gaudí.

El establecimiento dispone de consigna de equipaje y se halla a 15 minutos a pie del Arco de Triunfo, del parque de la Ciutadella y de la estación de autobuses Estació del Nord."
951,Apartments BCN Central-Drassanes,"9,0",4,Sants,1.5,2.419,"Apartments BCN Central-Drassanes se encuentra en el barrio de Sants-Montjuïc, en Barcelona, cerca de Santa María del Mar. Tiene terraza, wifi gratis y lavadora. Este apartamento tiene acceso a un patio.

Este apartamento con aire acondicionado consta de 2 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 1 baño con ducha y secador de pelo. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Museo Picasso, Plaza Cataluña y Portal del Ángel. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 11 km."
952,Canela Homes BARCELONA UNIVERSITAT,"9,1",4,Eixample,0.2,6.400,"Canela Homes BARCELONA UNIVERSITAT se encuentra en el centro de Barcelona, a 2,7 km de Platja de Sant Miquel y a 2,8 km de Platja del Somorrostro, y ofrece wifi gratis. Este apartamento está a 2,9 km de Platja de la Barceloneta y a 3 min a pie de Paseo de Gracia.

Este apartamento tiene aire acondicionado y cuenta con 3 dormitorios, TV de pantalla plana y cocina con nevera y lavavajillas. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Plaza Cataluña, Portal del Ángel y Mercado de la Boquería. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 12 km del alojamiento."
953,Habitat Apartments Barcelona Plaza,"7,0",3,Eixample,0.25,9.315,"Habitat Apartments Barcelona Plaza es un alojamiento con una ubicación excelente en el centro de Barcelona que ofrece terraza. El alojamiento está a 2,8 km de Platja de Sant Miquel y dispone de wifi gratis en todo el alojamiento.

Este apartamento con aire acondicionado consta de 6 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 4 baños con ducha y artículos de aseo gratuitos. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Plaza Cataluña, Portal del Ángel y Mercado de la Boquería. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 12 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto."
954,SANTS STATION PENTHOUSE,"7,3",3,Sants,2.8,1.918,"SANTS STATION PENTHOUSE, que tiene vistas a la ciudad, dispone de alojamiento con terraza y balcón a unos 5 min a pie de Estación de tren de Sants. Este apartamento ofrece wifi gratis y está a 1,8 km de Fuente Mágica de Montjuïc y a 2,6 km de Camp Nou.

Este apartamento con aire acondicionado consta de 1 dormitorio, una sala de estar, una cocina totalmente equipada con nevera y hervidor, y 1 baño con ducha y artículos de aseo gratuitos. Hay toallas y ropa de cama en el apartamento.

Paseo de Gracia está a 3,4 km del alojamiento, y La Pedrera está a 3,6 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 11 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto."
955,Casa Cosi Sant Antoni,"8,3",3,Eixample,1.2,1.913,"Casa Cosi Sant Antoni es un alojamiento con wifi gratis y vistas a la ciudad que se encuentra en Barcelona, a solo 15 min a pie de Fuente Mágica de Montjuïc y a 1,4 km de Plaza Cataluña. Este apartamento está a 17 min a pie de Paseo de Gracia y a 1,1 km de Mercado de la Boquería.

Este apartamento con aire acondicionado consta de 1 dormitorio, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 1 baño con ducha y secador de pelo. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Portal del Ángel, Estación de metro Passeig de Gràcia y Teatro Tívoli. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 11 km."
956,MH Apartments Gracia,"8,4",4,Gracia,2.2,2.009,"El MH Apartments Gracia ofrece conexión WiFi gratuita y apartamentos luminosos e insonorizados en el distrito de Gracia de Barcelona, ​​a 10 minutos a pie del paseo de Gracia.

Todos los apartamentos están insonorizados y cuentan con suelo de madera, sala de estar con sofá, TV de pantalla plana vía satélite y cocina con lavavajillas, horno y lavadora. Algunos alojamientos cuentan con 2 baños.

Se ofrece consigna de equipajes. Hay aparcamiento privado y servicio de enlace con el aeropuerto por un suplemento.

En la zona hay una gran variedad de bares y restaurantes. A 500 metros de los apartamentos hay un supermercado que está abierto las 24 horas.

La Sagrada Familia y la Pedrera de Gaudí están a 20 minutos a pie. La estación de metro de Fontana, ubicada a 400 metros de los apartamentos, conecta con la Plaza de Cataluña y el centro histórico de Barcelona."
957,Sweett - Miro Park,"7,9",3,Eixample,1.9,2.212,"Sweett - Miro Park está en Barcelona, a 14 min a pie de Estación de tren de Sants y a 1,1 km de Fuente Mágica de Montjuïc, y ofrece alojamiento con aire acondicionado, balcón y wifi gratis. Este apartamento está a 2,3 km de Casa Batlló y a 2,7 km de Plaza Cataluña.

El apartamento tiene 1 dormitorio, una cocina con nevera y horno, y 1 baño con ducha, artículos de aseo gratuitos y lavadora. Hay toallas y ropa de cama en el apartamento.

Estación de metro Passeig de Gràcia está a 2,8 km del alojamiento, y Teatro Tívoli está a 2,9 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 11 km."
958,Hostal River,"7,1",,Ciutat Vella,0.9,707,"El Hostal River se encuentra en una calle peatonal de Barcelona, a 150 metros de las famosas Ramblas y la estación de metro del Liceu. Ofrece recepción 24 horas y conexión Wi-Fi gratuita.

Todas las habitaciones disponen de calefacción y artículos de aseo gratuitos. Algunas tienen escritorio y vistas a la calle. Los baños pueden ser privados o compartidos. En la recepción se pueden solicitar secadores de pelo.

El establecimiento alberga un salón compartido, con balcón y vistas a la calle Sant Pau.

Además, el Hostal River cuenta con consigna de equipaje y mostrador de información turística. Está a 4 minutos a pie del mercado de La Boquería, muy cerca de muchas tiendas, bares y restaurantes."
959,Easy Sants by Bossh!,"7,1",,Sants,2.9,1.285,"Easy Sants by Bossh!, que está a 6 min a pie de Estación de tren de Sants y a 1,8 km de Fuente Mágica de Montjuïc, ofrece habitaciones con aire acondicionado y baño privado en Barcelona. Este alojamiento ofrece cocina compartida y salón de uso común, además de wifi gratis en todo el alojamiento. Se ofrece parking privado por un suplemento.

En el albergue, las habitaciones tienen armario, TV de pantalla plana, baño privado, ropa de cama y toallas.

Camp Nou está a 2,5 km del alojamiento, y Paseo de Gracia está a 3,6 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 11 km."
960,Nuevo apartamento zona Paseo de Gracia,"9,0",4,Gracia,1.6,1.846,"Nuevo apartamento zona Paseo de Gracia está en Barcelona, a 2 min a pie de Paseo de Gracia y a 600 metros de La Pedrera, y ofrece wifi gratis y aire acondicionado. Este apartamento está a 2,5 km de Palacio de la Música Catalana y a 1,9 km de Plaza Cataluña.

El apartamento tiene 1 dormitorio, una sala de estar con TV, una cocina equipada y 1 baño con ducha y secador de pelo.

Cerca del alojamiento hay puntos de interés como Casa Batlló, Estación de metro Passeig de Gràcia y Teatro Tívoli. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 14 km."
961,Apartamento de cuatro dormitorios en Carrer Diputació,,,Eixample,1.5,2.663,"Apartamento de cuatro dormitorios en Carrer Diputació se encuentra en Barcelona, a 16 min a pie de Fuente Mágica de Montjuïc y a 1,6 km de Estación de tren de Sants, y ofrece alojamiento con equipamiento como wifi gratis y TV de pantalla plana. Este apartamento está a 1,8 km de Teatro Tívoli y a 19 min a pie de Plaza Cataluña.

Este apartamento con aire acondicionado da a una terraza y cuenta con 2 dormitorios independientes y cocina totalmente equipada.

Cerca del alojamiento hay puntos de interés como Estación de metro Passeig de Gràcia, Casa Batlló y Paseo de Gracia. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 11 km."
962,2 bedroom with balcony in Eixample 1-1,"7,4",3,Eixample,1.8,2.221,"2 bedroom with balcony in Eixample 1-1 se encuentra en Barcelona, a 13 min a pie de Estación de tren de Sants y a 1,2 km de Fuente Mágica de Montjuïc, y ofrece alojamiento con equipamiento como wifi gratis y TV. Este apartamento está a 2 km de Casa Batlló y a 2,6 km de Plaza Cataluña.

Este apartamento tiene 2 dormitorios, una sala de estar y una cocina totalmente equipada con nevera y horno.

Estación de metro Passeig de Gràcia está a 2,7 km del alojamiento, y Teatro Tívoli está a 2,8 km. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 11 km."
963,Pensión Teruel,"5,9",1,Ciutat Vella,0.35,727,"Esta sencilla pensión, situada a sólo 70 metros de Las Ramblas, ofrece habitaciones con aire acondicionado, balcón y conexión Wi-Fi gratuita. Cuenta con recepción 24 horas y está a sólo 200 metros de Plaza Catalunya.

Las habitaciones de la Pensión Teruel son amplias, cómodas y luminosas y presentan una decoración llamativa. Todas incluyen calefacción central, TV de plasma y baño privado con artículos de aseo gratuitos. Se ofrece aire acondicionado por un suplemento.

Hay varios bares y restaurantes a 5 minutos a pie. La catedral de Barcelona está a 10 minutos a pie y el bulevar Passeig de Gràcia, con sus tiendas elegantes y monumentos de Gaudí, se encuentra a 600 metros.

La pensión Teruel ofrece consigna de equipaje y se encuentra a 2 minutos a pie de la estación de metro y tren de Plaza Catalunya. La parada del autobús que va al aeropuerto de Barcelona-El Prat está a 5 minutos a pie."
964,El Alma de las Ramblas,"9,2",4,Ciutat Vella,0.25,1.973,"El Alma de las Ramblas se encuentra en el centro de Barcelona, a 2,4 km de Platja de Sant Miquel y a 2,5 km de Platja del Somorrostro, y ofrece alojamiento con wifi gratis y zona de estar.

El alojamiento tiene aire acondicionado, cocina totalmente equipada y con zona de comedor, TV de pantalla plana y baño privado con ducha, artículos de aseo gratuitos y secador de pelo. También se ofrece nevera, microondas y fogones, además de cafetera y hervidor.

Cerca del alojamiento hay puntos de interés como Plaza Cataluña, Portal del Ángel y Paseo de Gracia. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 13 km del alojamiento."
965,Modern and bright apartment in Eixample 5-2,"6,5",3,Eixample,1.8,2.243,"Modern and bright apartment in Eixample 5-2 se encuentra en Barcelona, a 13 min a pie de Estación de tren de Sants y a 1,2 km de Fuente Mágica de Montjuïc, y ofrece alojamiento con equipamiento como wifi gratis y TV. Este apartamento está a 2 km de Casa Batlló y a 2,6 km de Plaza Cataluña.

El apartamento dispone de patio, 2 dormitorios, sala de estar y cocina bien equipada con nevera y horno.

Estación de metro Passeig de Gràcia está a 2,7 km del alojamiento, y Teatro Tívoli está a 2,8 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 11 km."
966,CON GRACIA,"8,8",4,Gracia,2.6,2.218,"CON GRACIA se encuentra en Barcelona, a 19 min a pie de Sagrada Familia y a 1,8 km de Paseo de Gracia, y ofrece alojamiento con equipamiento como wifi gratis y TV de pantalla plana. Este apartamento está a 2,2 km de La Pedrera y a 15 min a pie de Parque Güell.

Este apartamento con aire acondicionado consta de 2 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 1 baño con ducha y secador de pelo. Hay toallas y ropa de cama en el apartamento.

Casa Batlló está a 2,7 km del alojamiento, y Estación de metro Passeig de Gràcia está a 3,2 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 16 km."
967,Lindo apartamento Vila de Gracia,"8,3",4,Gracia,1.6,1.962,"Lindo apartamento Vila de Gracia se encuentra en Barcelona, a 2 min a pie de Paseo de Gracia y a 600 metros de La Pedrera, y ofrece alojamiento con equipamiento como wifi gratis y TV. Este apartamento está a 2,5 km de Palacio de la Música Catalana y a 1,9 km de Plaza Cataluña.

Este apartamento con aire acondicionado consta de 1 dormitorio, una sala de estar, una cocina totalmente equipada con nevera y 1 baño con ducha y secador de pelo. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Casa Batlló, Estación de metro Passeig de Gràcia y Teatro Tívoli. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 14 km."
968,Loft en Gracia,"3,9",,Gracia,1.8,1.070,"Loft en Gracia está en Barcelona y ofrece alojamiento con wifi gratis a 7 min a pie de Paseo de Gracia, a 900 metros de La Pedrera y a 17 min a pie de Casa Batlló. Este apartamento está a 2,5 km de Teatro Tívoli y a 2,7 km de Palacio de la Música Catalana.

El apartamento tiene 1 dormitorio con aire acondicionado y una cocina totalmente equipada con nevera.

Cerca del alojamiento hay puntos de interés como Estación de metro Passeig de Gràcia, Sagrada Familia y Parque Güell. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 15 km del alojamiento."
969,Flateli Pelayo 3,"7,1",3,Eixample,0.3,2.177,"Flateli Pelayo 3 está en pleno centro de Barcelona y ofrece vistas a la ciudad desde el balcón. Este apartamento ofrece wifi gratis y está a 2,9 km de Platja de Sant Sebastià y a 2,9 km de Platja de Sant Miquel.

Este apartamento con aire acondicionado consta de 1 dormitorio, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 1 baño con ducha y artículos de aseo gratuitos. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Plaza Cataluña, Portal del Ángel y Mercado de la Boquería. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 13 km."
970,ENRIQUE GRANADOS,"7,5",3,Eixample,1.2,1.989,"ENRIQUE GRANADOS se encuentra en el centro de Barcelona, a 7 min a pie de Paseo de Gracia y a 900 metros de Casa Batlló, y ofrece alojamiento con wifi gratis y zona de estar.

El alojamiento tiene aire acondicionado, cocina totalmente equipada y con zona de comedor, TV de pantalla plana y baño privado con ducha, artículos de aseo gratuitos y secador de pelo. También se ofrece nevera, lavavajillas y horno, además de cafetera y hervidor.

Cerca del alojamiento hay puntos de interés como La Pedrera, Plaza Cataluña y Estación de metro Passeig de Gràcia. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 13 km."
971,Estudio Maignon,"9,4",3,Gracia,2.9,1.464,"Estudio Maignon se encuentra en Barcelona, a 10 min a pie de Parque Güell y a 1,6 km de Paseo de Gracia, y ofrece wifi gratis, terraza y aire acondicionado. Este apartamento está a 2,7 km de La Pedrera y a 2,9 km de Sagrada Familia.

Este apartamento ofrece TV de pantalla plana, patio, zona de estar y reproductor de CD. La cocina cuenta con nevera, microondas y fogones, y hay ducha, artículos de aseo gratuitos y secador de pelo.

Casa Batlló está a 2,9 km del alojamiento, y Estación de metro Passeig de Gràcia está a 3,4 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 15 km."
972,ITC Barcelona By Soho Boutique,"6,5",2,Eixample,0.4,1.144,"El ITC Barcelona By Soho Boutique se encuentra en un edificio histórico impresionante, junto a la estación de metro de Universitat de Barcelona. El establecimiento ofrece WiFi gratuita y habitaciones luminosas con aire acondicionado, a solo 5 minutos a pie de la plaza de Catalunya y La Rambla.

Las habitaciones tienen suelo de madera, caja fuerte y minibar. El baño es privado y dispone de secador de pelo.

El ITC Barcelona By Soho Boutique ofrece un desayuno buffet cada mañana. También se sirven desayunos sin gluten, bajo petición. El establecimiento se encuentra en el centro de la ciudad, a poca distancia a pie de muchos bares y restaurantes.

El ITC Barcelona By Soho Boutique cuenta con recepción 24 horas. Además, hay aparcamiento público en las inmediaciones por un suplemento. El autobús del aeropuerto para enfrente de la plaza Universitat."
973,Torre de Gracia Barcelona,"8,7",4,Gracia,1.7,2.773,"Torre de Gracia Barcelona se encuentra en Barcelona, a 4 min a pie de Paseo de Gracia y a 700 metros de La Pedrera, y ofrece alojamiento con wifi gratis, aire acondicionado, terraza y zona de playa privada. Este apartamento tiene acceso a un balcón.

El apartamento cuenta con 2 dormitorios, una cocina con nevera y lavavajillas, y 1 baño con ducha, artículos de aseo gratuitos y lavadora. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Casa Batlló, Estación de metro Passeig de Gràcia y Teatro Tívoli. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 14 km del alojamiento."
974,ApartEasy - Family Apartment Sant Antoni,"7,7",4,Eixample,1.4,2.892,"ApartEasy - Family Apartment Sant Antoni se encuentra en Barcelona, a 15 min a pie de Fuente Mágica de Montjuïc, a 1,6 km de Plaza Cataluña y a 19 min a pie de Portal del Ángel, y ofrece balcón. Hay wifi gratis y se ofrece parking privado por un suplemento.

Este apartamento con aire acondicionado consta de 4 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 2 baños con bidet y ducha. Hay toallas y ropa de cama en el apartamento.

El apartamento ofrece servicio de alquiler de bicicletas.

Cerca del alojamiento hay puntos de interés como Teatro Tívoli, Paseo de Gracia y Mercado de la Boquería. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 11 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto."
975,Magnifico apartamento camp nou,"8,0",4,Sants,3.6,2.091,"Magnifico apartamento camp nou se encuentra en el barrio de Sants-Montjuïc, en Barcelona, a 18 min a pie de Camp Nou y a 1,4 km de Estación de tren de Sants, y ofrece alojamiento equipado con balcón y wifi gratis. Este apartamento está a 3,2 km de Fuente Mágica de Montjuïc y a 4,3 km de Paseo de Gracia.

Este apartamento de 2 dormitorios tiene aire acondicionado y ofrece 1 baño con ducha, bañera y secador de pelo. La cocina está equipada con nevera, horno y microondas, además de cafetera.

La Pedrera está a 4,4 km del alojamiento, y Casa Batlló está a 4,5 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 11 km."
