,Hotel Names,Rating,Stars,Location,Center Distance,Price,Description
684,Primero Primera,"9,3",5,Sarrià,3.7,4.982,"El Primero Primera se encuentra en el barrio de Sarrià y ofrece habitaciones elegantes con conexión WiFi de alta velocidad gratuita y soporte para iPod. Este hotel boutique está rodeado de jardines, a 5 minutos a pie de la estación de FGC Les Tres Torres.

Las habitaciones del Primero Primera presentan una decoración moderna y cuentan con aire acondicionado, set de té y café, TV de pantalla plana y minibar.

El desayuno buffet se sirve en el restaurante Planta Baja del Primero o en la encantadora terraza. Además, el barrio de Sarrià ofrece una amplia variedad de cafeterías, bares y restaurantes.

El establecimiento se encuentra a 15 minutos en tren del barrio gótico de Barcelona, ​​la plaza de Cataluña y Las Ramblas. El estadio Camp Nou del FC Barcelona queda a 2,5 km."
685,Hotel Casa Fuster G.L Monumento,"9,0",5,Gracia,1.6,5.940,"Este edificio modernista se encuentra al principio del elegante Paseo de Gracia de Barcelona. Cuenta con una sauna, gimnasio y terraza en la azotea con piscina y excelentes vistas.

La lujosa Casa Fuster es un monumento en sí mismo. El edificio los construyó en 1908 el arquitecto modernista Lluis Domènech i Montaner y cuenta con categoría de monumento. Su obra, incluyendo el hotel, ha sido declarada Patrimonio de la Humanidad por la UNESCO.

Las elegantes habitaciones del Casa Fuster G.L Monumento cuentan con aire acondicionado, TV por satélite y un minibar. El baño privado está equipado con secador de pelo, albornoz y zapatillas. Algunas habitaciones tienen bañera de hidromasaje.

El Casa Fuster Hotel dispone de un elegante restaurante, que sirve cocina mediterránea. El servicio de habitaciones está disponible y hay un bar de jazz y un bar chill-out en la azotea.

Se ofrece servicio de conserjería y recepción 24 horas. Podrá alquilar un coche en el mostrador de información turística y podrá aparcar en el aparcamiento de las inmediaciones por un suplemento."
686,BCN Rambla Catalunya Apartments,"8,9",4,Eixample,1.1,4.904,"Dirección del alojamiento: Rambla Catalunya, 101-103/Carrer Aragó, 250.
Este apartamento con aire acondicionado consta de dormitorio con 1 cama doble, dormitorio con 2 camas individuales, wifi gratuita, zona de estar con sofá cama y TV de pantalla plana. También incluye baño privado, lavavajillas y lavadora. La cocina está bien equipada con nevera y microondas. Las fotos corresponden a una selección de diferentes apartamentos, todos con características similares. Los apartamentos se asignan según disponibilidad."
687,Stay U-nique House Torre Damians,"8,1",4,Sants,2.5,4.692,"Stay U-nique House Torre Damians, que cuenta con vistas a la ciudad, ofrece alojamiento con terraza y balcón a unos 11 min a pie de Fuente Mágica de Montjuïc. El alojamiento está a 9 min a pie de Estación de tren de Sants y dispone de wifi gratis en todo el alojamiento.

Esta casa o chalet con aire acondicionado consta de 5 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 2 baños con bidet y ducha. Hay toallas y ropa de cama en la casa o chalet.

Palau Sant Jordi está a 2 km del alojamiento, y Casa Batlló está a 3,1 km. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 10 km."
688,Gòtic by The 5ve Soul,"9,4",4,Ciutat Vella,0.8,4.656,"Gòtic by The 5ve Soul ofrece alojamiento con aire acondicionado en el centro de Barcelona, a 2,1 km de Platja de Sant Sebastià, a 2,1 km de Platja de Sant Miquel y a 2,2 km de Platja de la Barceloneta. Hay wifi gratis.

Cada unidad cuenta con cocina totalmente equipada con mesa de comedor, TV de pantalla plana con canales vía satélite y baño privado con bidet, artículos de aseo gratuitos y secador de pelo. Algunas unidades tienen terraza y/o balcón con vistas a la ciudad o a la montaña.

Cerca del alojamiento hay puntos de interés como Plaza Cataluña, Portal del Ángel y Teatro Tívoli. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 13 km."
689,Practico apartamento junto a Estación de Sants,"3,0",4,Sants,3.3,4.203,"Practico apartamento junto a Estación de Sants se encuentra en el barrio de Sants-Montjuïc, en Barcelona, cerca de Estación de tren de Sants. Dispone de wifi gratis y lavadora. Este apartamento está a 1,8 km de Fuente Mágica de Montjuïc y a 3,5 km de Camp Nou.

Este apartamento tiene aire acondicionado y cuenta con 2 dormitorios, TV de pantalla plana, zona de comedor y cocina con horno y fogones. Hay toallas y ropa de cama en el apartamento.

Palau Sant Jordi está a 3,8 km del alojamiento, y Casa Batlló está a 4,4 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 10 km."
690,BC0CR020S2 - Sagrada Familia ll,"6,4",,Eixample,1.5,3.730,"BC0CR020S2 - Sagrada Familia ll se encuentra en el barrio de Eixample, en Barcelona, a 2,7 km de Platja de la Nova Icària, a 2,8 km de Platja del Somorrostro y a 8 min a pie de Sagrada Familia. Este apartamento ofrece wifi gratis y una cocina totalmente equipada.

Este apartamento con aire acondicionado consta de 3 dormitorios independientes, 2 baños con artículos de aseo gratuitos y secador de pelo, y una sala de estar. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Casa Batlló, La Pedrera y Palacio de la Música Catalana. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 15 km."
691,Enjoy Apartments Calle Paris Super Stylish II,,4,Eixample,1.8,3.779,"Enjoy Apartments Calle Paris Super Stylish II se encuentra en el barrio de Eixample, en Barcelona, cerca de Paseo de Gracia. Dispone de terraza, wifi gratis y lavadora. Este apartamento tiene acceso a un balcón.

Este apartamento con aire acondicionado consta de 2 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 1 baño con bidet y ducha. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como La Pedrera, Casa Batlló y Estación de tren de Sants. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 13 km."
692,Elegant 4 bedrooms 3 bathrooms Catalan home,"6,8",,Eixample,1.1,4.319,"Elegant 4 bedrooms 3 bathrooms Catalan home es un alojamiento con una buena ubicación en el centro de Barcelona que ofrece patio. Este apartamento ofrece wifi gratis y se encuentra a 10 min a pie de Casa Batlló y a 900 metros de La Pedrera.

Este apartamento tiene aire acondicionado y cuenta con 4 dormitorios, TV y cocina con nevera y horno.

Cerca del alojamiento hay puntos de interés como Paseo de Gracia, Estación de metro Passeig de Gràcia y Teatro Tívoli. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 14 km."
693,Enjoy Apartments Rafaela,"7,1",4,Eixample,1.1,6.710,"Enjoy Apartments Rafaela ofrece alojamiento con una ubicación excelente en el centro de Barcelona y tiene terraza. Este apartamento ofrece alojamiento con balcón y wifi gratis.

Este apartamento con aire acondicionado consta de 3 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 3 baños con ducha y secador de pelo. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Casa Batlló, Estación de metro Passeig de Gràcia y Teatro Tívoli. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 13 km."
694,The MO House,"8,2",,Eixample,0.8,2.503,"The MO House se encuentra en Barcelona, a 2,3 km de Platja del Somorrostro, y ofrece servicio de check-in y check-out exprés y wifi gratis en todo el alojamiento. Cerca hay lugares de interés populares como Estación de metro Passeig de Gràcia, Catedral de Barcelona y Plaza Cataluña. El alojamiento está a 800 metros del centro de la ciudad y a 2,3 km de Platja de la Barceloneta.

Todas las habitaciones de este alojamiento están equipadas con cafetera. Las habitaciones del alojamiento tienen baño privado con ducha y artículos de aseo gratuitos, además de TV de pantalla plana y aire acondicionado. Algunas habitaciones están equipadas con balcón. En el hotel, cada habitación está equipada con ropa de cama y toallas.

Cerca del alojamiento hay puntos de interés como Paseo de Gracia, Palacio de la Música Catalana y Teatro Tívoli. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 13 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto."
695,Circa 1905,"9,3",4,Eixample,1.1,3.592,"Este pequeño hotel ocupa la 1ª planta de un edificio modernista, a solo 50 metros del Paseo de Gracia, la famosa calle comercial del centro de Barcelona. Ofrece habitaciones elegantes con WiFi gratuita.

Las habitaciones del Circa 1905 cuentan con aire acondicionado y combinan elementos clásicos y modernos. Dispone de balcón y baño privado con artículos de aseo y secador de pelo.

El hotel sirve un desayuno elaborado con productos locales. Se ofrece té y café gratis las 24 horas.

El personal de la recepción proporciona servicio de información turística. La Pedrera de Gaudí está a solo 100 metros y la Casa Batlló se encuentra a menos de 5 minutos a pie."
696,Plaza Cataluña Penthouse,"7,6",4,Eixample,0.3,8.409,"Plaza Cataluña Penthouse se encuentra en el centro de Barcelona, a poca distancia de Plaza Cataluña y Portal del Ángel. Ofrece equipamiento como wifi gratis, aire acondicionado, horno y cafetera. El alojamiento, que está a 2,8 km de Platja de Sant Miquel, ofrece terraza.

El apartamento cuenta con 4 dormitorios, una cocina con nevera y lavavajillas, y 4 baños con ducha, artículos de aseo gratuitos y lavadora. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Mercado de la Boquería, Teatro Tívoli y Paseo de Gracia. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 12 km del alojamiento."
697,Canela Homes BARCELONA URQUINAONA,"8,0",4,Eixample,0.3,3.234,"Canela Homes BARCELONA URQUINAONA está en pleno centro de Barcelona y ofrece vistas a la ciudad desde el balcón. Este apartamento ofrece wifi gratis y está a 2,5 km de Platja de Sant Miquel y a 2,5 km de Platja del Somorrostro.

Este apartamento con aire acondicionado consta de 2 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 1 baño con ducha y secador de pelo. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Paseo de Gracia, Palacio de la Música Catalana y Teatro Tívoli. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 13 km."
698,Charming 2br In Trendy Gracia,,4,Gracia,2.5,3.511,"Charming 2br In Trendy Gracia, que tiene bañera de hidromasaje, está en Barcelona. Sagrada Familia y Paseo de Gracia están a 15 min a pie y a 1,7 km del apartamento, y hay wifi gratis.

Este apartamento tiene aire acondicionado y cuenta con 2 dormitorios, TV y cocina con nevera y lavavajillas. Hay toallas y ropa de cama en el apartamento.

La Pedrera está a 2 km del alojamiento, y Parque Güell está a 18 min a pie. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 16 km."
699,Serras Barcelona,"9,3",5,Ciutat Vella,1.2,9.409,"Informal offers a menu where seasonal and local products, flavor and taste predominate to offer you, whether snacking or à la carte, an informal luxury experience.

Set in a historic building where the famous painter Pablo Picasso started his career in 1896, the hotel preserves the building's original façade. Luxurious services like airport pick-up, limousine, concierge and valet parking are standard in this hotel.

All stylish rooms at Serras are air conditioned and soundproofed, featuring a private balcony with views of Barcelona's Port Vell or Mercè Street in the Gothic Quarter. Each comes with state-of-the-art facilities such as a Smart HD TV, wireless sound system and bathrooms with bathrobes and slippers.

Featuring attractive sea views, guests can have a signature cocktail on the stylish lounge in the rooftop terrace, while listening to chill-out music. The mezzanine level in Serras Barcelona features a cosy library with bar, while the restaurant serves Catalan specialities and Mediterranean tapas. The restaurant opens for breakfast, lunch and dinner.

This boutique hotel is 10 minutes' walk from Picasso Museum and Estaciò de França Railway Station. Plaça Reial Square is 650 metres away, and Santa María del Mar Cathedral is 500 metres away. Barcelona El Prat Airport is 15 minutes by car."
700,Swan,"3,8",,Sant Martí,2.5,1.827,"Swan ofrece bar y vistas a la montaña. Se encuentra en Barcelona, a 6 min a pie de Platja de la Nova Icària y a 700 metros de Platja de la Mora. Este barco está a 1,7 km de Platja de la Barceloneta y a 1,8 km de Playa de la Mar Bella.

Este barco tiene vistas a la ciudad y al mar, ofrece 1 dormitorio y da a una terraza. Hay toallas y ropa de cama en el barco.

Cerca del alojamiento hay puntos de interés como Platja del Coco, Platja del Somorrostro y Platja del Pont de Petroli. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 14 km del alojamiento."
701,Apartment with terrace a step away from Montjuic,"7,1",4,Sants,2.5,4.241,"Apartment with terrace a step away from Montjuic se encuentra en el barrio de Sants-Montjuïc, en Barcelona, cerca de Fuente Mágica de Montjuïc. Tiene terraza, wifi gratis y lavadora. Este apartamento ofrece alojamiento con balcón.

Este apartamento con aire acondicionado consta de 2 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 1 baño con ducha y secador de pelo. Hay TV de pantalla plana.

Palau Sant Jordi está a 15 min a pie del alojamiento, y Estación de tren de Sants está a 1,6 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 10 km."
702,Love Local Life Near Sagrada Familia by MyRentalHost,"9,0",4,Eixample,1.4,5.244,"Love Local Life Near Sagrada Familia by MyRentalHost está en Barcelona, a 2,5 km de Platja de la Nova Icària y a 2,5 km de Platja del Somorrostro, y dispone de alojamiento con wifi gratis, aire acondicionado y terraza. Este apartamento ofrece alojamiento con balcón.

El apartamento tiene 4 dormitorios, TV con canales vía satélite, una cocina equipada con nevera y lavavajillas, lavadora y 2 baños con bañera. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Sagrada Familia, Casa Batlló y Paseo de Gracia. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 14 km."
703,Rooftop Penthouse Double Terrace,,4,Sants,2.9,2.662,"Rooftop Penthouse Double Terrace se encuentra en el barrio de Sants-Montjuïc, en Barcelona, cerca de Estación de tren de Sants. Tiene terraza, wifi gratis y lavadora. Este apartamento ofrece alojamiento con patio.

Este apartamento con aire acondicionado se compone de 1 dormitorio independiente, una sala de estar, una cocina totalmente equipada con nevera y lavavajillas, y 1 baño. Hay toallas y ropa de cama en el apartamento.

Fuente Mágica de Montjuïc está a 1,8 km del alojamiento, y Camp Nou está a 2,7 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 12 km."
704,Líbere Barcelona Sant Antoni,"8,3",4,Eixample,0.7,4.303,"El Líbere Barcelona Sant Antoni está situado a 200 metros de la estación de metro Universitat y ofrece habitaciones elegantes con aire acondicionado, conexión WiFi gratuita y TV de pantalla plana vía satélite. La plaza Catalunya y Las Ramblas están a 7 minutos a pie.

El Líbere Barcelona Sant Antoni está situado junto al animado barrio del Raval, a 350 metros del Museo de Arte Moderno MACBA. Los autobuses con servicio directo al aeropuerto de Barcelona paran a 400 metros del hotel.

Este hotel moderno dispone de habitaciones con suelo de madera y una decoración sencilla y elegante. Todas incluyen baño con secador de pelo. Algunas habitaciones también tienen terraza privada.

Hay numerosos bares y restaurantes en los alrededores."
705,Stylish and comfortable apartment,"7,2",3,Eixample,0.8,4.174,"Stylish and comfortable apartment ofrece alojamiento muy bien ubicado en el centro de Barcelona y tiene jardín. Este apartamento ofrece alojamiento con patio y wifi gratis.

Este apartamento tiene aire acondicionado y cuenta con 3 dormitorios, TV y cocina con nevera y lavavajillas.

Cerca del alojamiento hay puntos de interés como Estación de metro Passeig de Gràcia, Plaza Cataluña y Teatro Tívoli. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 12 km."
706,Centro Barcelona,"4,0",,Ciutat Vella,0.7,2.345,"Centro Barcelona se encuentra frente a la playa en Barcelona, a 1,9 km de Platja del Somorrostro y a 2 km de Platja de Sant Miquel. El alojamiento está a unos 9 min a pie de Teatro Tívoli, a 700 metros de Santa María del Mar y a 13 min a pie de Plaza Real. El alojamiento está a 600 metros del centro de la ciudad y a 1,9 km de Platja de la Barceloneta.

Las habitaciones de este alojamiento tienen baño privado y wifi gratis. Algunas de las habitaciones también tienen patio.

Cerca del alojamiento hay puntos de interés como Catedral de Barcelona, Palacio de la Música Catalana y Paseo de Gracia. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 13 km."
707,042 Center Barça 4 2,"2,7",,Ciutat Vella,0.6,1.671,"042 Center Barça 4 2 ofrece wifi gratis y se encuentra en el centro de Barcelona, a 2 km de Platja de la Barceloneta y a 2 km de Platja del Somorrostro. Este apartamento está a 2,1 km de Platja de Sant Miquel y a 11 min a pie de Estación de metro Passeig de Gràcia.

Este apartamento con aire acondicionado consta de 2 dormitorios, una cocina y 1 baño. Se ofrece TV de pantalla plana.

Cerca del alojamiento hay puntos de interés como Paseo de Gracia, Palacio de la Música Catalana y Teatro Tívoli. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 13 km."
708,My Space Emirates - Park Güell Triplex with Private Terrace,"6,2",2,Sarrià,3.0,4.076,"My Space Emirates - Park Güell Triplex with Private Terrace se encuentra a 16 min a pie de Parque Güell y ofrece terraza, además de alojamiento con aire acondicionado, balcón y wifi gratis. Hay parking privado en el propio alojamiento.

El alojamiento está equipado con TV de pantalla plana y baño privado con bidet, ducha y secador de pelo. La cocina dispone de nevera, lavavajillas y horno. También se ofrece microondas, fogones y tostadora, además de cafetera y hervidor.

Paseo de Gracia está a 18 min a pie del alojamiento, y La Pedrera está a 2,7 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 14 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto."
709,Rosselló Apartment,"8,6",4,Eixample,1.4,4.886,"Rosselló Apartment ofrece alojamiento con una buena ubicación en una zona céntrica de Barcelona, y tiene vistas al jardín y terraza. Este apartamento ofrece alojamiento con balcón y wifi gratis.

Este apartamento con aire acondicionado consta de 2 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 1 baño con ducha y secador de pelo. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como La Pedrera, Paseo de Gracia y Casa Batlló. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 14 km."
710,Canela Homes BARCELONA STYLE,,4,Eixample,1.3,5.509,"Canela Homes BARCELONA STYLE está en Barcelona, a 2,3 km de Platja de la Nova Icària y a 2,3 km de Platja del Somorrostro, y ofrece wifi gratis y aire acondicionado. Este apartamento está a 2,6 km de Platja de la Barceloneta y a 16 min a pie de Palacio de la Música Catalana.

El apartamento dispone de 3 dormitorios, 2 baños, ropa de cama, toallas, TV de pantalla plana, zona de comedor, cocina totalmente equipada y balcón con vistas a la ciudad.

Cerca del alojamiento hay puntos de interés como Sagrada Familia, Paseo de Gracia y Casa Batlló. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 14 km."
711,Art House Paral-lel Sant Antoni,,4,Sants,1.7,4.319,"Art House Paral-lel Sant Antoni está en Barcelona, a 10 min a pie de Fuente Mágica de Montjuïc y a 2 km de Plaza Cataluña, y ofrece alojamiento con aire acondicionado, balcón y wifi gratis. Este apartamento está a 2,6 km de Paseo de Gracia y a 2,8 km de Estación de tren de Sants.

El apartamento dispone de 3 dormitorios, una cocina con nevera y lavavajillas, y 1 baño con ducha, artículos de aseo gratuitos y lavadora. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Portal del Ángel, Mercado de la Boquería y Catedral de Barcelona. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 12 km del alojamiento, que ofrece servicio de traslado de pago para ir o volver del aeropuerto."
712,Art House Station Rocafort ´Sant Antoni´,,4,Eixample,1.6,6.221,"Art House Station Rocafort ´Sant Antoni´ está en Barcelona, a 12 min a pie de Fuente Mágica de Montjuïc y a 1,8 km de Estación de metro Passeig de Gràcia, y ofrece wifi gratis y aire acondicionado. Este apartamento está a 2 km de Portal del Ángel y a 2,2 km de Casa Batlló.

El apartamento tiene 3 dormitorios, 1 baño, ropa de cama, toallas, TV de pantalla plana, zona de comedor, cocina totalmente equipada y balcón con vistas a la ciudad.

Cerca del alojamiento hay puntos de interés como Teatro Tívoli, Plaza Cataluña y Estación de tren de Sants. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 11 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto."
713,Plaza Urquinaona Central and comfortable 3BD,"3,5",4,Eixample,0.45,3.916,"Plaza Urquinaona Central and comfortable 3BD se encuentra en el centro de Barcelona, a 2,4 km de Platja del Somorrostro y a 2,5 km de Platja de la Barceloneta, y ofrece wifi gratis. Este apartamento está a 2,6 km de Platja de Sant Miquel y a 10 min a pie de Estación de metro Passeig de Gràcia.

Este apartamento tiene aire acondicionado y cuenta con 3 dormitorios, TV y cocina con nevera y horno.

Cerca del alojamiento hay puntos de interés como Paseo de Gracia, Palacio de la Música Catalana y Teatro Tívoli. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 13 km."
714,Beach! Barcelona!,"2,7",,Ciutat Vella,1.2,1.715,"Beach! Barcelona! está a 1,8 km de Platja de la Barceloneta y a 1,8 km de Platja de Sant Sebastià, en el centro de Barcelona, y ofrece alojamiento con wifi gratis y parking privado gratis.

Cerca del alojamiento hay puntos de interés como Platja de Sant Miquel, Santa María del Mar y Museo Picasso. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 11 km."
715,Bed&BCN Baro,"5,5",3,Gracia,4.0,3.440,"Bed&BCN Baro se encuentra en el barrio de Gracia, en Barcelona, cerca de Parque Güell. Tiene terraza, wifi gratis y lavadora. Este apartamento tiene acceso a un balcón.

Este apartamento consta de 8 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 2 baños con bidet y ducha. Hay toallas y ropa de cama en el apartamento.

Paseo de Gracia está a 4 km del alojamiento, y La Pedrera está a 4,2 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 17 km."
716,"Close beach , Sagrada & city center",,,Sant Martí,1.9,47.696,"Close beach, Sagrada & city center se encuentra en el barrio de Sant Martí, en Barcelona, cerca de Platja del Bogatell. Dispone de terraza y lavadora. El alojamiento está a 17 min a pie de Platja de la Nova Icària y ofrece parking privado en el propio alojamiento y wifi gratis.

Este apartamento tiene aire acondicionado y cuenta con 2 dormitorios, TV de pantalla plana y cocina con nevera y lavavajillas. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Platja del Somorrostro, Sagrada Familia y Port Olimpic. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 15 km del alojamiento."
717,Canela Homes BARCELONA LIGHT,"7,3",3,Eixample,0.9,6.093,"Canela Homes BARCELONA LIGHT se encuentra en el centro de Barcelona, a 3 min a pie de Casa Batlló, y ofrece alojamiento con aire acondicionado, wifi gratis y TV de pantalla plana. Este apartamento está a 4 min a pie de La Pedrera y a 1,5 km de Palacio de la Música Catalana.

El apartamento dispone de balcón, 3 dormitorios, sala de estar y cocina bien equipada con nevera y lavavajillas. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Paseo de Gracia, Estación de metro Passeig de Gràcia y Teatro Tívoli. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 13 km del alojamiento."
718,Luxury Paseo de Gracia Casa Batlló,"9,3",4,Eixample,0.8,5.180,"Luxury Paseo de Gracia Casa Batlló está en pleno centro de Barcelona y dispone de alojamiento con vistas al jardín a solo pocos pasos de Paseo de Gracia y a 1 min a pie de Casa Batlló. Este apartamento está a 14 min a pie de Palacio de la Música Catalana y a 1,4 km de Catedral de Barcelona.

Este apartamento tiene aire acondicionado y cuenta con 2 dormitorios, TV de pantalla plana y cocina con nevera. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como La Pedrera, Estación de metro Passeig de Gràcia y Teatro Tívoli. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 13 km."
719,Sweett - La Pedrera - Paseo de Gracia,"7,6",3,Eixample,1.3,6.985,"Sweett - La Pedrera - Paseo de Gracia es un alojamiento bien ubicado en el centro de Barcelona que ofrece balcón. La Pedrera y Paseo de Gracia están a 2 min a pie y a pocos pasos del apartamento, y hay wifi gratis.

Este apartamento con aire acondicionado consta de 4 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y 2 baños con ducha y artículos de aseo gratuitos. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Casa Batlló, Estación de metro Passeig de Gràcia y Teatro Tívoli. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 14 km."
720,4bedroom apartment with a balcony in Las Ramblas 1 2,"7,3",3,Ciutat Vella,0.9,4.953,"4bedroom apartment with a balcony in Las Ramblas 1 2 es un alojamiento con una buena ubicación en el centro de Barcelona que ofrece patio. Este apartamento ofrece wifi gratis y se encuentra a 2,4 km de Platja de Sant Sebastià y a 2,4 km de Platja de Sant Miquel.

Este apartamento tiene aire acondicionado y cuenta con 4 dormitorios, TV y cocina con nevera y lavavajillas. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Mercado de la Boquería, Santa María del Mar y Museo Picasso. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 12 km."
721,Sonder Casa Luz,"8,4",4,Eixample,0.45,5.268,"El Sonder Casa Luz se encuentra en Barcelona y ofrece terraza, desayuno y servicio de limpieza gratuito. Los huéspedes podrán visitar el cercano museo de arte contemporáneo MACBA, el mercado de La Boquería y la Rambla del Raval.

El establecimiento alberga un restaurante.

Entre los sitios de interés cercanos al hotel están el paseo de Gracia, la Casa Batlló y la plaza de Cataluña. El aeropuerto de El Prat, situado a 14 km del Sonder l Casa Luz, es el más cercano."
722,Art House Granvia,,3,Eixample,0.7,5.992,"Art House Granvia, que cuenta con vistas a la ciudad, ofrece alojamiento con balcón y hervidor, y está a unos 9 min a pie de Plaza Cataluña. El alojamiento está a 13 min a pie de Portal del Ángel y dispone de wifi gratis en todo el alojamiento.

Este apartamento con aire acondicionado consta de 3 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 2 baños con ducha y secador de pelo. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Estación de metro Passeig de Gràcia, Casa Batlló y Teatro Tívoli. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 12 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto."
723,Placa Cataluna,,,Ciutat Vella,0.7,2.555,"Placa Cataluna está muy bien situado en el barrio de Ciutat Vella, Barcelona, a 1,9 km de Platja del Somorrostro, a 2 km de Platja de Sant Miquel y a 6 min a pie de Catedral de Barcelona. El alojamiento está a unos 3 min a pie de Palacio de la Música Catalana, a 700 metros de Paseo de Gracia y a 9 min a pie de Teatro Tívoli. El alojamiento está a 600 metros del centro de la ciudad y a 1,9 km de Platja de la Barceloneta.

Las habitaciones del alojamiento tienen wifi gratis y baño privado con bidet y artículos de aseo gratuitos. En el hostal o pensión, todas las habitaciones están equipadas con ropa de cama y toallas.

Cerca del alojamiento hay puntos de interés como Santa María del Mar, Plaza Real y Museo Picasso. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 13 km."
724,Canela Homes BARCELONA VALÈNCIA,,4,Eixample,0.8,7.816,"Canela Homes BARCELONA VALÈNCIA ofrece alojamiento con una ubicación excelente en el centro de Barcelona y dispone de terraza. Casa Batlló y Paseo de Gracia están a 5 min a pie y a 300 metros del apartamento, y hay wifi gratis.

Este apartamento con aire acondicionado consta de 3 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 2 baños con bañera o ducha y secador de pelo. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Estación de metro Passeig de Gràcia, Teatro Tívoli y La Pedrera. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 13 km."
725,The Yellow House by MyRentalHost,"9,0",4,Horta,4.9,2.842,"The Yellow House by MyRentalHost está en Barcelona, a 4,1 km de Sagrada Familia y a 5,2 km de Parque Güell, y ofrece alojamiento con aire acondicionado, balcón y wifi gratis. Esta casa o chalet está a 5,3 km de Paseo de Gracia y a 5,3 km de La Pedrera.

La casa o chalet dispone de 3 dormitorios, una cocina con nevera y fogones, y 2 baños con ducha, artículos de aseo gratuitos y lavadora. Hay toallas y ropa de cama en la casa o chalet.

Casa Batlló está a 5,8 km del alojamiento, y Estación de metro Passeig de Gràcia está a 6,3 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 19 km."
